token_id,Shooting,Defense,Vision,Finish,Total Boost
4009,52,48,40,50,190
3884,70,56,49,69,244
7795,64,57,63,47,231
2309,54,37,56,70,217
1826,37,60,10,66,173
3345,19,38,28,60,145
5200,30,45,47,64,186
3073,49,61,40,64,214
5411,38,54,28,57,177
8327,64,55,52,52,223
9130,47,51,76,52,226
8364,40,48,50,84,222
5223,70,41,65,51,227
4889,81,29,51,50,211
2707,63,38,39,79,219
1710,36,22,52,37,147
748,66,56,55,45,222
2342,53,60,45,36,194
8441,53,57,50,63,223
9011,53,54,61,55,223
100,71,42,53,59,225
3800,64,39,59,60,222
8914,29,66,71,83,249
9506,63,63,48,73,247
9336,22,70,29,44,165
1651,52,61,47,31,191
6416,43,64,67,56,230
8651,42,45,52,70,209
9910,56,23,39,48,166
4289,52,58,46,75,231
6035,78,68,38,23,207
7599,36,68,58,54,216
1584,26,48,37,57,168
9000,39,21,68,21,149
2753,54,57,37,48,196
7277,79,66,41,63,249
3839,31,59,77,44,211
2382,65,50,58,63,236
2115,47,51,68,60,226
6346,36,47,34,47,164
1721,64,47,48,61,220
9538,54,63,42,46,205
6907,61,57,70,85,273
3245,72,43,38,6,159
1004,51,53,37,28,169
2284,49,52,39,57,197
1803,41,52,53,53,199
1215,41,52,50,56,199
9936,54,33,85,67,239
933,83,48,51,58,240
5881,52,43,53,47,195
5567,51,42,50,54,197
341,35,59,29,39,162
9335,49,73,22,43,187
142,33,51,29,60,173
7676,62,38,56,40,196
9558,52,31,51,34,168
9615,26,3,58,53,140
5529,24,18,45,47,134
6338,32,25,72,62,191
8539,57,54,37,55,203
5892,47,55,49,21,172
2830,48,39,88,27,202
8383,39,38,57,30,164
6301,69,50,39,67,225
4492,28,54,66,47,195
2109,87,23,28,53,191
5474,45,60,55,41,201
7739,64,68,27,60,219
8851,38,53,26,44,161
110,47,44,53,41,185
1493,31,38,36,31,136
2301,66,61,47,25,199
5648,71,39,45,44,199
7446,51,72,56,60,239
1326,51,30,55,38,174
544,38,28,57,45,168
159,53,40,26,64,183
7163,56,65,55,25,201
4804,38,28,36,74,176
1762,39,90,56,51,236
6012,55,47,74,61,237
1307,44,77,57,39,217
790,51,56,44,68,219
3924,62,36,84,68,250
9158,34,71,36,95,236
9959,55,64,50,73,242
9963,58,60,60,45,223
2969,29,60,65,43,197
6775,67,40,23,51,181
9387,48,66,4,43,161
6965,60,53,76,72,261
2653,45,39,45,58,187
1344,53,68,52,44,217
3012,43,69,45,69,226
1112,42,41,48,55,186
8167,37,40,60,60,197
4165,47,65,78,35,225
3589,42,54,56,45,197
6869,65,37,44,52,198
836,30,60,23,30,143
7406,66,59,50,67,242
6377,38,60,63,23,184
5497,45,39,54,50,188
590,51,27,90,83,251
6792,57,56,65,56,234
1704,44,32,74,24,174
7391,20,42,58,37,157
1483,53,41,74,70,238
3497,41,75,32,73,221
9033,29,56,58,47,190
907,56,57,65,16,194
1275,55,45,34,50,184
7967,44,55,59,26,184
2697,54,54,63,71,242
8722,49,40,18,49,156
6090,58,54,35,40,187
903,66,72,59,52,249
324,69,60,64,35,228
9473,61,21,24,51,157
864,57,31,23,34,145
2314,57,41,40,47,185
242,42,42,40,46,170
2013,42,34,39,58,173
9026,56,70,80,52,258
456,60,20,37,48,165
1557,30,52,70,58,210
5235,14,69,73,35,191
8694,41,70,39,36,186
6925,51,55,33,59,198
1377,65,85,50,63,263
5860,30,51,17,84,182
1063,19,63,26,56,164
3997,66,52,46,47,211
3318,76,55,45,69,245
4460,39,40,72,39,190
7545,42,32,54,52,180
9691,43,32,58,51,184
6784,51,65,44,53,213
3846,79,39,74,30,222
2425,51,25,18,81,175
18,58,58,57,78,251
5838,44,54,48,77,223
4402,46,53,45,53,197
8607,56,39,58,34,187
7263,48,65,43,23,179
1190,49,40,55,72,216
3852,32,18,50,48,148
4518,36,64,65,53,218
3580,46,59,48,60,213
1911,65,79,42,51,237
3357,72,59,49,71,251
6115,52,49,36,52,189
1062,65,52,35,43,195
8669,46,58,38,42,184
7400,59,66,50,68,243
5279,60,44,58,50,212
9436,47,33,61,59,200
9363,42,36,39,38,155
5344,72,34,51,70,227
6824,55,49,76,62,242
9390,54,32,65,28,179
7578,38,41,61,32,172
4759,33,41,34,54,162
4826,18,79,37,28,162
8248,43,42,60,33,178
9034,36,62,68,35,201
8764,50,57,31,51,189
2806,56,30,42,38,166
1779,53,72,59,65,249
6214,56,63,68,79,266
6095,48,65,28,55,196
5554,55,48,38,50,191
2465,27,45,35,39,146
7666,39,44,56,48,187
1997,54,36,24,20,134
3255,36,23,66,55,180
3603,70,26,37,50,183
8474,47,47,45,47,186
9636,47,61,21,60,189
5135,53,64,32,42,191
4500,29,43,36,79,187
5921,62,49,26,53,190
9468,30,75,30,35,170
1653,71,36,61,43,211
3702,39,82,33,45,199
318,53,65,35,71,224
6304,65,62,44,39,210
1010,56,70,64,40,230
5796,74,39,41,39,193
9264,65,20,25,51,161
5661,44,60,22,41,167
1314,44,67,42,39,192
9932,38,36,33,22,129
1401,51,57,8,50,166
8077,60,63,63,33,219
1443,44,57,23,40,164
3828,41,68,72,42,223
4193,53,54,51,67,225
1869,50,57,57,41,205
6243,34,68,29,44,175
7886,58,36,78,34,206
4576,45,62,63,65,235
8529,67,33,68,37,205
5502,55,30,29,43,157
3476,66,46,53,24,189
2685,51,64,41,55,211
6529,22,32,39,58,151
9885,34,54,58,28,174
8828,4,71,74,59,208
6242,30,52,41,46,169
9614,63,25,65,44,197
1999,70,61,54,49,234
798,27,47,40,31,145
7776,26,60,48,23,157
8203,54,36,48,48,186
5777,69,48,27,18,162
2631,69,26,19,36,150
5413,61,24,62,65,212
2480,46,42,59,70,217
7100,48,69,14,39,170
4611,55,52,50,62,219
777,53,37,26,53,169
615,42,63,23,50,178
4610,46,63,52,38,199
6100,59,54,68,44,225
7174,55,62,29,39,185
8089,40,31,68,37,176
3419,61,58,56,30,205
5442,26,46,54,54,180
2325,72,49,48,61,230
9108,33,70,54,16,173
371,36,52,47,42,177
4948,55,53,46,54,208
7885,20,70,26,63,179
7804,53,59,49,53,214
8988,42,44,49,44,179
6584,43,42,22,52,159
3434,46,44,58,47,195
9838,51,64,22,47,184
8613,37,39,31,30,137
6834,32,16,47,52,147
6802,39,33,64,49,185
3013,39,41,39,52,171
1232,58,55,51,36,200
4767,58,61,18,80,217
5243,66,41,77,53,237
3185,61,56,55,41,213
432,39,57,30,28,154
768,65,52,31,36,184
1104,60,24,61,40,185
7765,39,44,39,41,163
2408,39,58,24,17,138
929,40,34,38,50,162
9265,71,72,66,18,227
7117,74,59,64,35,232
7669,36,60,64,41,201
8644,30,25,62,84,201
8541,46,73,64,45,228
1037,40,72,88,83,283
8676,35,52,55,33,175
1871,51,38,59,48,196
2282,67,26,67,54,214
8234,47,48,16,36,147
1656,44,46,74,33,197
7493,53,41,65,52,211
3742,44,44,59,39,186
8879,33,51,58,47,189
7317,43,20,61,37,161
2507,43,76,24,64,207
647,19,57,57,38,171
3818,46,51,52,29,178
5320,53,41,40,36,170
1745,39,70,27,53,189
6018,45,53,24,50,172
5983,61,20,19,11,111
3652,19,41,47,78,185
6919,55,72,49,70,246
6952,48,58,64,60,230
5510,56,39,54,29,178
6851,87,52,57,57,253
6746,64,53,56,49,222
7773,33,71,56,60,220
9584,44,63,54,78,239
2384,75,23,44,31,173
9602,28,33,78,33,172
4538,53,38,51,26,168
2128,46,28,34,28,136
7484,59,59,60,50,228
804,40,56,53,51,200
5152,58,42,48,48,196
8446,84,57,64,40,245
2489,78,52,70,38,238
5376,38,45,14,81,178
9405,40,91,79,37,247
9059,68,58,44,58,228
6778,43,16,55,54,168
5900,54,44,51,27,176
9681,25,51,26,30,132
8560,33,51,47,38,169
1641,62,56,27,39,184
8530,58,41,54,51,204
6056,35,42,51,69,197
1404,47,36,55,31,169
9942,69,72,22,57,220
7086,49,61,57,39,206
3174,62,41,38,49,190
1020,41,95,75,39,250
6668,48,93,34,29,204
1353,52,70,70,56,248
6948,43,42,40,57,182
3825,49,35,20,34,138
1929,55,10,35,40,140
1790,46,62,66,61,235
233,44,59,85,43,231
7451,32,21,44,46,143
2705,47,45,20,51,163
5789,13,46,52,51,162
3740,38,72,61,17,188
6941,42,71,51,41,205
704,43,51,65,57,216
9192,38,41,76,48,203
5861,40,40,35,38,153
4952,10,51,35,46,142
6645,41,48,89,55,233
3952,20,29,34,34,117
6386,74,9,59,43,185
7876,60,56,100,52,268
7549,63,24,66,33,186
370,39,35,68,46,188
1189,35,18,32,64,149
7551,57,68,48,45,218
9277,39,90,29,39,197
5987,41,23,73,51,188
1009,59,49,35,52,195
512,24,17,45,49,135
7614,36,53,32,42,163
2826,76,63,41,43,223
9711,60,58,50,85,253
2664,35,45,51,38,169
5647,22,57,46,65,190
9127,67,37,46,79,229
3024,57,79,45,22,203
4048,48,49,37,64,198
9923,22,51,42,52,167
5464,27,49,44,68,188
784,43,58,61,65,227
4819,17,63,72,71,223
3179,33,45,36,50,164
5894,56,47,53,90,246
4984,76,57,41,33,207
334,42,35,30,72,179
9554,54,50,68,80,252
7643,54,31,39,76,200
9077,67,48,72,75,262
6793,63,67,63,52,245
7971,60,50,42,56,208
8494,43,51,39,31,164
3510,44,48,47,65,204
876,26,84,68,49,227
7142,66,33,38,64,201
6687,56,49,50,62,217
9819,22,20,41,53,136
5404,17,70,54,38,179
1491,23,57,26,65,171
3521,66,38,65,48,217
7603,56,36,72,49,213
6073,47,47,38,54,186
8578,24,83,47,51,205
1536,19,63,58,52,192
3984,65,61,24,41,191
8692,42,42,40,60,184
8602,37,73,52,47,209
2712,18,57,66,49,190
8912,57,36,27,14,134
8254,58,45,84,47,234
5646,41,66,69,75,251
6026,44,22,53,49,168
9608,76,69,36,41,222
8748,57,36,58,21,172
3939,45,61,50,44,200
9112,48,63,44,70,225
9096,25,37,37,66,165
7248,54,72,64,39,229
8453,67,79,74,54,274
943,56,55,66,89,266
6351,13,70,52,72,207
1575,29,54,26,46,155
606,68,51,51,47,217
8878,66,47,26,32,171
5865,64,61,42,43,210
9231,56,48,38,54,196
7771,50,42,64,52,208
5505,45,43,47,41,176
9027,59,45,38,60,202
5727,65,57,65,46,233
675,38,52,56,61,207
7726,60,50,28,45,183
763,34,21,57,65,177
7085,54,35,85,27,201
8750,69,39,40,46,194
4617,61,56,46,64,227
3636,39,48,54,28,169
4054,45,30,79,86,240
9227,36,45,32,35,148
2799,63,42,69,63,237
5139,78,72,79,42,271
8420,77,29,59,57,222
6782,49,62,54,62,227
698,85,77,34,59,255
5696,44,52,75,60,231
2731,78,38,31,57,204
352,71,65,34,81,251
8316,66,80,46,100,292
2184,54,44,69,53,220
2373,34,46,43,28,151
4770,54,61,31,42,188
9613,41,82,53,51,227
4092,53,51,39,49,192
2640,41,62,65,24,192
6980,33,56,84,57,230
5759,65,47,61,24,197
3353,76,65,62,63,266
7463,38,57,57,71,223
5888,18,82,38,54,192
8640,59,92,27,58,236
2361,48,83,68,33,232
6470,51,83,40,53,227
2827,31,53,66,46,196
4731,72,42,38,53,205
5825,47,51,37,54,189
5948,76,51,40,65,232
6946,70,61,28,61,220
3014,55,54,48,46,203
6715,51,42,58,45,196
7519,60,55,47,69,231
2928,61,44,42,30,177
1186,47,55,46,41,189
9274,39,45,56,21,161
3300,49,49,63,37,198
7533,48,31,38,27,144
5258,65,37,57,47,206
6485,58,60,71,38,227
127,49,51,80,43,223
4410,48,45,65,64,222
9351,74,40,29,50,193
8958,70,55,38,43,206
5586,46,56,55,69,226
1335,38,44,46,33,161
1797,43,70,96,52,261
9536,22,55,42,43,162
8745,49,41,54,31,175
6614,57,61,84,58,260
783,47,54,60,48,209
2368,46,39,22,27,134
7751,58,59,23,43,183
796,55,65,42,61,223
6598,60,70,73,51,254
5212,83,68,33,75,259
4401,22,63,32,52,169
2872,60,31,65,52,208
4816,43,53,45,63,204
6897,35,72,38,68,213
2846,24,18,45,63,150
6355,47,69,44,42,202
6194,66,47,62,9,184
9524,39,48,65,41,193
1236,65,50,45,73,233
682,11,55,29,55,150
3372,50,43,44,17,154
8298,75,13,52,45,185
857,59,53,46,44,202
5540,59,59,37,37,192
3456,32,56,27,57,172
6696,71,65,76,51,263
7166,76,50,58,33,217
1476,45,57,75,64,241
2670,39,50,28,46,163
6307,66,45,36,76,223
3314,37,82,64,58,241
5495,52,41,20,56,169
2994,52,69,22,46,189
1774,61,40,43,60,204
5316,38,57,73,64,232
8743,48,58,43,40,189
441,62,46,41,68,217
6449,62,53,9,82,206
7123,76,37,50,45,208
7126,64,50,71,20,205
3701,45,42,34,35,156
1526,40,63,69,52,224
8355,56,51,62,35,204
1567,40,44,48,47,179
3438,84,42,30,50,206
2097,56,48,96,41,241
7785,69,43,44,20,176
5601,36,56,62,48,202
525,44,51,54,70,219
8289,71,42,50,52,215
634,48,58,39,30,175
3207,34,63,50,51,198
1954,39,62,36,29,166
3897,43,33,65,39,180
1676,28,55,48,30,161
3532,39,77,67,40,223
7934,36,50,45,30,161
5003,35,53,34,60,182
4848,46,48,23,53,170
7727,34,51,39,47,171
143,19,57,63,36,175
2364,34,48,45,60,187
9657,58,65,40,51,214
2056,74,31,44,71,220
3210,53,75,64,33,225
9201,52,54,65,48,219
3986,53,40,47,75,215
2450,47,61,28,59,195
4628,40,42,38,38,158
1814,62,68,26,27,183
8590,61,41,54,28,184
2768,89,53,46,14,202
832,29,62,45,74,210
5528,52,59,47,66,224
3877,46,42,40,56,184
4711,51,39,58,56,204
1549,43,67,46,66,222
854,55,32,70,50,207
2938,40,42,37,33,152
1031,34,46,34,49,163
4056,11,48,74,23,156
5197,62,88,55,49,254
6225,41,28,38,57,164
2206,32,23,30,36,121
9430,39,43,50,59,191
3199,63,65,38,36,202
2412,53,45,74,30,202
5522,54,70,50,59,233
2719,30,44,24,27,125
5438,44,31,38,37,150
6506,12,34,65,21,132
6722,50,61,53,18,182
9720,49,59,18,47,173
6591,40,38,62,51,191
182,29,46,54,46,175
6588,49,26,41,33,149
6610,40,51,43,57,191
9413,78,54,75,51,258
3344,63,62,66,46,237
5213,46,43,88,41,218
3935,54,63,62,36,215
6104,26,28,56,43,153
6901,48,56,19,46,169
6202,73,61,28,42,204
4242,77,43,61,30,211
6312,62,55,52,57,226
991,45,52,29,94,220
1792,25,61,69,46,201
1453,23,33,62,5,123
4941,25,34,44,47,150
4580,40,48,30,56,174
1818,86,63,50,40,239
6208,29,63,38,55,185
5291,58,62,31,46,197
9994,48,41,53,79,221
4364,40,30,62,32,164
7198,42,54,66,67,229
1654,34,75,45,30,184
6422,51,58,28,65,202
3189,28,58,24,47,157
3286,84,71,30,44,229
8006,30,27,49,46,152
4063,51,44,39,55,189
4067,51,51,53,53,208
6640,62,57,25,46,190
7285,52,77,18,79,226
8671,46,54,32,67,199
2248,66,41,56,36,199
3549,48,74,65,24,211
9467,65,68,51,62,246
1891,43,62,28,24,157
4847,76,58,51,67,252
2168,38,25,53,59,175
3121,67,56,31,39,193
3042,57,31,57,97,242
8358,44,34,70,69,217
8871,64,56,45,55,220
1242,69,58,34,41,202
1050,17,65,65,60,207
5981,51,56,58,67,232
9106,53,42,53,50,198
3134,69,75,31,48,223
4824,70,38,31,63,202
1419,67,62,23,57,209
399,65,64,45,60,234
3685,38,98,56,36,228
6831,52,48,92,57,249
8975,55,69,34,47,205
1686,40,61,84,48,233
9091,77,47,62,69,255
2028,47,81,64,66,258
3772,68,71,49,53,241
5523,92,35,61,24,212
199,45,20,59,47,171
72,37,43,38,64,182
1621,31,76,75,50,232
7394,18,49,33,50,150
156,49,53,61,45,208
2628,53,49,54,24,180
5689,50,48,54,85,237
150,66,29,76,66,237
9328,46,39,64,38,187
4412,48,33,63,68,212
6352,57,25,42,70,194
781,23,62,26,31,142
6468,47,33,50,46,176
6564,53,45,53,68,219
4965,1,41,60,28,130
4680,65,68,48,64,245
248,43,57,70,17,187
4810,62,40,39,56,197
4796,86,49,52,58,245
1785,60,47,35,48,190
528,47,43,18,8,116
8157,69,87,42,56,254
2339,44,55,49,17,165
5655,41,49,47,76,213
2173,37,44,42,32,155
8661,40,53,39,51,183
3769,62,22,49,35,168
68,38,61,44,61,204
6168,57,23,52,14,146
146,44,53,53,27,177
4417,59,51,65,79,254
8650,33,42,51,60,186
1233,42,70,59,59,230
3871,55,39,74,42,210
4556,60,41,44,79,224
3436,37,78,31,48,194
8985,42,58,43,36,179
2037,66,35,47,23,171
2320,47,28,75,24,174
6878,66,80,39,66,251
7681,53,57,25,70,205
6303,53,50,66,53,222
6738,78,32,28,34,172
2096,39,61,28,73,201
5538,28,73,26,31,158
230,50,38,51,33,172
2772,39,76,65,40,220
7471,64,25,52,42,183
1927,74,31,62,42,209
9706,8,58,36,38,140
9837,49,74,60,41,224
5856,73,55,64,33,225
9001,66,55,32,57,210
3972,48,60,55,41,204
2611,64,61,39,40,204
5040,56,49,29,47,181
4867,52,38,38,36,164
7634,40,49,22,62,173
9826,64,62,52,40,218
6703,51,45,53,55,204
7677,45,22,25,76,168
7275,55,42,40,69,206
3418,55,11,57,70,193
4707,32,71,47,29,179
7339,54,49,83,37,223
8153,95,68,54,57,274
4974,41,54,59,22,176
7535,23,40,56,53,172
9752,50,59,53,54,216
2665,53,42,41,56,192
8868,41,22,52,63,178
4135,55,38,32,38,163
5047,58,62,71,36,227
4683,61,71,34,50,216
8840,46,79,57,61,243
9858,39,44,18,59,160
9628,91,39,34,54,218
9761,40,77,36,25,178
5976,55,23,94,51,223
2279,56,40,57,27,180
4863,55,76,74,58,263
5255,59,24,77,52,212
2005,74,95,63,32,264
3284,59,53,57,60,229
9516,56,68,50,51,225
6269,33,54,52,58,197
4277,35,50,34,32,151
1393,31,38,32,60,161
6,58,42,36,53,189
5266,43,56,16,28,143
7228,66,73,80,45,264
5156,24,40,52,55,171
3625,47,36,39,61,183
4396,79,34,40,80,233
3857,45,55,60,43,203
4211,53,15,20,55,143
8510,56,52,50,17,175
342,51,29,46,38,164
3204,63,52,49,40,204
8664,50,40,81,52,223
7639,34,30,27,41,132
7657,50,44,42,60,196
7659,53,36,32,38,159
1495,29,43,76,42,190
6522,35,36,64,45,180
3481,63,78,61,53,255
6027,59,74,62,37,232
6767,67,51,51,42,211
9798,58,81,77,60,276
6634,45,71,46,51,213
9076,28,41,35,20,124
3254,50,57,35,47,189
8534,45,36,44,39,164
6210,59,38,55,57,209
8301,41,57,80,59,237
1924,48,45,31,52,176
5318,42,52,75,49,218
4020,37,48,55,51,191
4218,27,53,22,50,152
7800,33,55,62,60,210
5072,71,70,59,47,247
2148,52,42,37,41,172
1199,27,30,56,56,169
6552,66,56,61,61,244
1021,49,45,58,73,225
5783,67,62,39,43,211
4426,46,50,42,75,213
7585,51,54,59,32,196
7321,51,56,58,58,223
1647,25,70,63,51,209
7342,67,41,47,59,214
9757,62,45,36,59,202
8241,59,57,7,44,167
4615,60,53,51,81,245
7364,85,73,72,43,273
7916,31,63,43,52,189
9367,72,62,87,46,267
3478,47,89,55,40,231
8174,72,46,60,34,212
8496,62,63,46,25,196
7933,49,44,56,57,206
3632,46,60,73,39,218
7621,27,55,54,87,223
8581,64,75,71,51,261
2730,69,42,49,73,233
3347,45,65,32,46,188
8346,33,54,62,47,196
9182,47,64,19,36,166
7851,56,38,25,49,168
519,67,57,35,55,214
2616,75,40,65,86,266
5022,56,44,77,47,224
5583,34,37,37,25,133
4175,86,44,72,66,268
314,48,74,75,24,221
204,51,57,41,60,209
6801,77,55,59,47,238
4083,62,42,39,54,197
8423,37,73,34,54,198
8788,32,45,40,39,156
4986,48,73,38,35,194
7006,26,47,52,28,153
9512,54,47,26,46,173
5651,55,43,33,72,203
4654,49,53,66,67,235
2347,35,47,40,70,192
2119,20,43,71,59,193
2275,16,46,49,55,166
8326,33,60,77,49,219
9117,45,64,51,44,204
4046,39,42,50,51,182
9815,40,57,20,67,184
2331,60,81,45,55,241
7298,50,28,52,63,193
5333,47,51,53,69,220
4976,49,40,50,24,163
231,23,57,20,95,195
1648,50,45,31,30,156
5717,68,44,75,50,237
5619,63,39,39,61,202
1350,59,49,32,95,235
4905,39,35,62,53,189
4943,40,52,49,56,197
6327,33,11,24,37,105
8798,47,78,64,41,230
2649,41,65,36,48,190
6048,38,38,36,66,178
9120,57,34,81,45,217
8687,72,25,51,58,206
4866,55,73,49,40,217
718,59,39,71,47,216
5501,44,68,50,61,223
6823,39,58,40,39,176
8134,59,64,45,27,195
3156,66,66,70,44,246
5264,36,40,41,40,157
5029,53,56,43,58,210
5489,24,41,7,54,126
9756,59,62,38,46,205
3511,62,68,58,40,228
9596,48,72,81,50,251
8984,72,33,48,30,183
5791,52,38,11,46,147
2169,58,13,64,47,182
7257,35,45,37,66,183
7737,31,74,25,53,183
6629,52,51,12,20,135
8163,26,38,62,9,135
3471,59,37,31,73,200
8839,36,44,18,49,147
3907,35,48,48,52,183
9832,46,36,53,38,173
6159,61,38,53,69,221
9325,48,49,59,53,209
9262,53,51,67,48,219
5863,34,55,48,49,186
619,42,37,65,59,203
9528,49,51,55,38,193
6442,35,81,41,58,215
8160,37,37,23,27,124
3504,44,60,53,52,209
3440,64,37,67,29,197
7133,38,52,63,46,199
7354,35,58,31,63,187
2356,55,48,40,59,202
3807,39,41,64,48,192
9642,63,30,66,62,221
4505,74,48,64,51,237
4486,43,66,52,55,216
2155,41,31,71,35,178
9795,23,70,49,46,188
2311,22,56,60,62,200
1064,46,55,43,60,204
8595,42,56,41,60,199
7217,63,35,41,47,186
5357,69,62,43,60,234
2183,44,59,63,32,198
4858,52,62,65,51,230
1323,87,36,43,43,209
644,44,64,51,42,201
2224,15,42,49,54,160
2789,27,25,53,60,165
2492,46,43,61,34,184
1118,56,27,55,36,174
5582,39,50,39,85,213
5961,65,49,40,59,213
6788,50,33,73,49,205
9395,77,22,37,33,169
1051,68,59,87,57,271
4747,68,42,34,67,211
7189,45,32,42,60,179
7070,51,17,59,46,173
1072,42,68,49,48,207
6857,46,34,45,62,187
6176,68,49,63,44,224
4452,32,47,29,86,194
845,47,25,27,41,140
6050,23,22,56,43,144
9840,45,9,61,38,153
673,22,55,37,49,163
3561,39,56,51,69,215
2079,69,55,74,30,228
5836,70,31,35,59,195
8430,46,65,35,22,168
7584,63,62,41,47,213
2746,26,61,60,72,219
7754,48,95,57,42,242
5070,26,48,42,81,197
3576,56,84,40,58,238
1261,77,19,45,74,215
9977,44,50,50,71,215
3190,46,36,52,34,168
2891,73,29,35,60,197
4741,26,36,16,67,145
8060,50,66,53,65,234
2614,59,56,26,80,221
8071,67,64,69,60,260
580,81,28,42,59,210
3619,34,58,42,43,177
2273,41,59,29,72,201
6308,63,57,72,59,251
6563,49,37,53,50,189
799,44,29,31,1,105
5693,71,70,16,28,185
8139,33,44,48,31,156
6786,51,29,45,42,167
9062,76,14,42,37,169
8391,47,46,34,28,155
8278,40,77,67,70,254
7214,49,54,64,56,223
3367,59,43,70,61,233
5005,42,28,42,57,169
5020,40,73,53,55,221
4235,22,37,54,40,153
1022,14,25,42,63,144
5158,70,53,53,63,239
3139,62,58,43,59,222
746,33,44,68,38,183
6315,17,77,79,86,259
8431,69,36,59,83,247
524,70,63,57,40,230
9047,56,48,83,35,222
6574,79,90,60,57,286
6846,44,59,57,62,222
9638,52,54,44,71,221
3985,62,39,80,80,261
2761,65,78,50,61,254
247,26,72,63,62,223
2352,63,19,29,21,132
1457,22,38,56,45,161
9958,51,57,53,54,215
2926,45,36,89,19,189
6679,34,36,36,44,150
8896,32,67,56,64,219
2562,70,53,55,28,206
7728,57,51,50,50,208
1230,60,64,64,59,247
2835,35,38,71,38,182
86,65,31,81,22,199
2798,56,72,66,38,232
9969,15,69,39,58,181
6559,53,25,39,60,177
1338,29,60,47,55,191
6804,33,47,47,44,171
9313,39,36,30,76,181
1948,27,47,50,85,209
3644,41,37,38,75,191
1764,74,31,57,74,236
2610,21,60,36,53,170
4435,61,32,92,52,237
5083,32,34,66,32,164
7497,30,61,83,30,204
719,47,49,66,56,218
6879,48,76,59,44,227
2264,22,37,61,31,151
821,44,19,26,45,134
8561,57,46,45,64,212
3892,64,77,62,69,272
112,46,67,77,79,269
1961,49,29,31,63,172
1560,32,51,43,69,195
8308,39,65,43,54,201
1174,37,60,55,50,202
8805,45,24,51,68,188
7414,62,42,64,54,222
7772,78,39,69,46,232
9308,65,56,51,57,229
1926,66,52,50,52,220
9598,42,47,65,49,203
8304,42,72,52,49,215
2114,26,70,61,66,223
8768,85,45,59,40,229
5762,56,47,52,63,218
8596,56,26,51,34,167
9866,33,49,40,59,181
866,27,58,30,60,175
346,34,53,14,14,115
648,71,39,58,45,213
9178,37,43,36,56,172
1008,42,58,53,68,221
2189,54,70,16,41,181
3981,69,72,65,19,225
2417,56,29,35,65,185
5432,72,31,58,67,228
7386,72,54,31,78,235
4614,47,36,46,75,204
7336,58,68,38,31,195
3875,42,55,48,61,206
8000,35,50,42,19,146
3265,72,46,70,66,254
7514,41,83,27,21,172
529,64,44,29,53,190
33,71,33,55,66,225
587,55,24,33,68,180
3329,70,52,56,57,235
3492,65,64,39,56,224
1711,68,51,34,46,199
7710,46,72,36,46,200
662,45,49,42,49,185
9901,54,33,72,60,219
3546,11,72,69,58,210
7678,40,63,65,74,242
9589,48,58,46,69,221
7095,40,70,57,54,221
3529,58,72,62,17,209
3531,35,71,47,55,208
2638,63,45,44,57,209
4025,44,80,28,9,161
1017,47,38,48,36,169
6821,62,36,57,60,215
3655,32,27,34,51,144
1772,76,36,44,65,221
447,54,65,67,50,236
9449,68,70,60,36,234
2104,59,37,66,19,181
936,47,67,31,14,159
8521,44,45,63,52,204
3464,39,68,63,60,230
7047,38,42,79,49,208
9218,71,67,64,55,257
4877,45,55,56,53,209
1583,61,67,57,19,204
1861,45,61,31,36,173
8784,46,47,42,27,162
905,31,55,42,79,207
7942,68,66,50,40,224
36,52,57,57,29,195
3249,85,77,39,40,241
1497,92,37,58,90,277
1608,64,63,40,62,229
5463,67,59,36,40,202
6074,38,54,49,57,198
6837,39,47,53,68,207
2734,41,8,47,61,157
2370,8,63,60,27,158
7847,27,68,31,61,187
785,48,60,56,47,211
9346,56,62,79,67,264
5637,68,54,8,50,180
4950,51,44,63,44,202
7996,53,28,53,47,181
9142,39,63,36,25,163
4664,58,45,67,30,200
8312,61,50,38,68,217
3403,46,26,67,51,190
8806,62,50,70,41,223
8151,23,54,52,55,184
1446,49,21,71,43,184
1596,58,34,39,50,181
2786,81,44,51,26,202
9107,28,26,80,57,191
9253,39,82,41,47,209
810,53,68,76,40,237
7829,51,53,35,47,186
7303,31,47,30,78,186
6497,32,34,37,30,133
5485,69,47,45,64,225
5605,39,91,40,40,210
2179,48,58,14,48,168
9864,52,71,68,61,252
7852,43,53,40,45,181
7089,42,32,42,66,182
2094,63,61,46,65,235
7459,92,38,47,40,217
1998,48,81,15,24,168
7511,33,68,53,51,205
3901,58,59,32,54,203
9210,18,51,50,60,179
2615,28,38,45,28,139
1138,30,53,42,62,187
2021,56,56,44,61,217
2380,51,48,46,68,213
1533,36,54,50,37,177
6544,56,53,34,68,211
2932,30,54,40,65,189
9392,82,38,68,51,239
9953,35,33,33,70,171
9475,48,0,71,26,145
3963,49,50,39,44,182
2992,68,41,61,52,222
7324,58,41,66,8,173
5515,66,46,34,79,225
1295,43,64,36,40,183
2896,50,13,66,46,175
6203,16,68,40,41,165
2451,42,55,45,70,212
3391,36,58,74,40,208
6503,25,38,63,74,200
9377,26,34,40,57,157
2488,59,67,68,50,244
872,48,97,46,94,285
9886,39,65,21,57,182
2566,63,57,45,39,204
9319,54,77,26,46,203
1976,43,38,38,49,168
5379,59,44,28,43,174
7281,49,39,37,44,169
8573,57,66,53,85,261
7611,67,34,24,67,192
5441,50,41,69,51,211
